n,p,k,temperature,ph,label,ec,moisture
12.0,8.0,10.0,16.14820285,7.995848977,orange,0.57,53.5
34.0,10.0,14.0,34.05296914,6.725600855,orange,0.71,58.7
6.0,13.0,9.0,34.51423957,7.786725333,orange,0.64,57.6
27.0,30.0,5.0,32.71748548,7.656978112000001,orange,0.87,53.0
13.0,8.0,12.0,25.16296632,7.105904818,orange,0.66,56.4
6.0,7.0,7.0,27.68167318,7.199106204,orange,0.38,58.3
40.0,17.0,15.0,21.35093384,7.871063004,orange,0.71,54.2
31.0,26.0,9.0,11.69894639,7.566165721,orange,0.95,52.8
61.0,68.0,50.0,35.21462816,6.7932454170000005,papaya,1.29,88.4
58.0,46.0,45.0,42.39413392,6.576261427,papaya,1.15,49.2
45.0,47.0,55.0,38.4191628,6.751452932,papaya,0.89,60.6
39.0,65.0,53.0,35.33294932,6.560743092999999,papaya,0.98,89.1
31.0,68.0,45.0,42.92325255,6.938313356,papaya,0.8,74.9
70.0,68.0,45.0,33.83508569,6.991626158,papaya,1.05,76.0
68.0,62.0,50.0,33.20258348,6.977700268,papaya,0.95,81.9
34.0,65.0,47.0,23.48546973,6.833768535,papaya,1.15,76.8
38.0,68.0,54.0,29.33710543,6.739170045,papaya,0.84,81.3
69.0,64.0,47.0,40.21199348,6.993473247000001,papaya,1.08,72.8
58.0,51.0,47.0,42.13473976,6.757470637000001,papaya,1.01,77.1
59.0,47.0,53.0,32.86316618,6.8506632320000005,papaya,1.32,35.1
44.0,64.0,54.0,29.80744318,6.74274935,papaya,0.95,86.1
56.0,57.0,48.0,31.56213762,6.506120752,papaya,1.23,46.3
69.0,60.0,54.0,36.32268069,6.98992719,papaya,1.3,64.8
56.0,58.0,49.0,37.13165026,6.69215564,papaya,1.02,75.0
49.0,55.0,53.0,38.4418717,6.544029776,papaya,0.96,47.6
38.0,51.0,52.0,32.66160599,6.927803911,papaya,0.96,46.5
54.0,65.0,47.0,27.92765919,6.721835879,papaya,1.0,63.2
57.0,57.0,51.0,39.01793345,6.99223441,papaya,1.2,52.3
39.0,52.0,53.0,32.51247398,6.704204398,papaya,1.05,44.6
58.0,67.0,45.0,38.72382798,6.702424548,papaya,1.13,43.0
61.0,64.0,52.0,43.30204933,6.641098708,papaya,1.12,56.2
34.0,62.0,55.0,27.58548913,6.585346229,papaya,1.05,87.8
31.0,48.0,45.0,40.78881819,6.563134737,papaya,0.87,66.8
47.0,46.0,52.0,23.19451074,6.502289472999999,papaya,0.89,81.2
32.0,68.0,52.0,32.68067385,6.800321319,papaya,1.07,91.7
36.0,59.0,46.0,34.28879307,6.721130542999999,papaya,0.87,59.5
61.0,51.0,51.0,39.30050027,6.574677594,papaya,1.25,64.8
70.0,54.0,46.0,39.73149053,6.919342407,papaya,0.95,57.5
44.0,56.0,49.0,39.23342464,6.519779582999999,papaya,1.11,42.0
34.0,68.0,51.0,27.34734861,6.687088097999999,papaya,0.8,41.6
50.0,59.0,47.0,40.76998685,6.747975732,papaya,0.9,80.1
39.0,70.0,52.0,26.26559543,6.65149129,papaya,1.02,45.2
34.0,61.0,49.0,28.12971499,6.502675132,papaya,0.94,58.5
44.0,60.0,55.0,34.2804607,6.825371185,papaya,1.12,50.1
31.0,62.0,52.0,33.7960155,6.99104104,papaya,1.06,73.9
65.0,62.0,51.0,31.53243779,6.5116248410000015,papaya,1.12,75.8
44.0,57.0,53.0,42.30495821,6.93172108,papaya,1.03,46.8
50.0,47.0,48.0,24.63676897,6.712772332999999,papaya,1.03,81.5
43.0,50.0,48.0,28.28222883,6.63016515,papaya,0.98,70.4
60.0,46.0,53.0,24.48620746,6.761953186,papaya,1.14,74.7
70.0,68.0,55.0,42.84609252,6.691202286,papaya,1.32,51.7
59.0,62.0,52.0,43.67549305,6.608667683999999,papaya,1.06,56.1
60.0,58.0,51.0,42.07213781,6.840802254,papaya,1.32,68.1
42.0,60.0,47.0,33.46873719,6.834808347999999,papaya,0.96,64.1
35.0,66.0,47.0,31.7018373,6.953439161,papaya,0.92,39.1
34.0,65.0,48.0,41.41968393,6.665024507999999,papaya,1.15,77.7
36.0,54.0,46.0,42.54744013,6.662875839,papaya,1.05,79.7
39.0,64.0,52.0,28.91842453,6.678695788,papaya,0.96,43.8
37.0,52.0,47.0,43.08022702,6.54277684,papaya,1.02,82.8
33.0,47.0,46.0,29.20300896,6.839443833,papaya,0.88,84.5
34.0,48.0,48.0,41.04224355,6.805277038,papaya,0.71,71.0
49.0,54.0,50.0,25.62446619,6.762522087000001,papaya,1.26,49.6
40.0,65.0,49.0,35.32876402,6.678449317999999,papaya,0.91,70.7
68.0,52.0,49.0,24.42561272,6.577192175,papaya,1.19,40.1
50.0,46.0,52.0,31.18298415,6.734005647999999,papaya,1.14,41.8
65.0,63.0,50.0,31.88342554,6.524459342,papaya,1.19,45.3
40.0,49.0,47.0,42.93368602,6.501521192,papaya,0.86,89.3
42.0,53.0,48.0,23.11407669,6.758479569,papaya,0.94,89.2
49.0,55.0,51.0,24.87212063,6.676578778,papaya,1.0,63.9
59.0,62.0,49.0,43.36051537,6.941496806,papaya,1.18,59.0
63.0,58.0,47.0,26.83054058,6.864143752,papaya,1.27,62.9
70.0,65.0,52.0,30.42012134,6.583528529,papaya,1.18,47.0
63.0,50.0,52.0,28.64555584,6.751747609,papaya,1.18,56.3
40.0,64.0,47.0,32.50037548,6.893509446,papaya,1.13,49.8
63.0,58.0,50.0,43.03714283,6.720744449,papaya,1.14,37.5
45.0,58.0,49.0,30.10773379,6.827812549,papaya,0.93,47.9
66.0,69.0,47.0,23.69212243,6.912299695,papaya,1.17,49.8
54.0,67.0,52.0,35.67667332,6.586107335,papaya,1.08,66.5
69.0,67.0,52.0,27.71948962,6.827305908,papaya,0.97,48.2
67.0,68.0,49.0,35.26824831,6.821774589,papaya,1.16,68.6
45.0,57.0,47.0,23.16855863,6.656458831,papaya,1.11,68.1
56.0,50.0,52.0,33.08706051,6.770384816,papaya,1.04,49.0
70.0,50.0,53.0,37.4620912,6.933809742999999,papaya,0.99,69.5
44.0,47.0,45.0,38.73218907,6.579441304,papaya,1.11,86.8
50.0,60.0,47.0,32.57720726,6.92791761,papaya,1.03,49.5
52.0,51.0,53.0,38.38231475,6.985804083,papaya,1.0,79.9
35.0,68.0,45.0,42.93605359,6.612429546,papaya,1.02,92.4
68.0,69.0,52.0,25.65492304,6.813383387000001,papaya,1.26,43.5
32.0,55.0,52.0,37.58899717,6.967759599999999,papaya,1.0,69.4
32.0,55.0,51.0,29.60718808,6.57398033,papaya,0.97,45.4
48.0,62.0,47.0,25.34756111,6.803094965,papaya,1.15,71.7
39.0,69.0,53.0,25.9300384,6.964955435,papaya,0.96,88.4
49.0,61.0,45.0,32.76795887,6.764213299,papaya,1.09,90.2
48.0,57.0,54.0,29.02328049,6.617703177999999,papaya,1.16,56.6
69.0,66.0,49.0,40.00439101,6.52711001,papaya,1.25,50.7
53.0,55.0,55.0,33.32315744,6.709668804,papaya,1.17,87.2
38.0,61.0,52.0,31.22790131,6.620729882000001,papaya,0.89,40.6
57.0,64.0,55.0,26.68386496,6.583760498999999,papaya,1.09,42.3
51.0,57.0,55.0,24.70528368,6.6764073370000006,papaya,1.16,59.3
56.0,65.0,45.0,38.2016825,6.751298936,papaya,1.12,85.7
54.0,66.0,52.0,36.56769731,6.867554147000001,papaya,1.26,57.8
58.0,55.0,47.0,26.05375792,6.7424900270000006,papaya,1.22,89.3
68.0,70.0,54.0,31.29986342,6.986228647000001,papaya,1.22,39.7
42.0,59.0,55.0,40.10207731,6.979102243,papaya,1.0,65.4
43.0,64.0,47.0,38.58954491,6.8256647820000005,papaya,1.02,51.3
35.0,67.0,49.0,41.31330062,6.617066674,papaya,1.2,87.5
56.0,59.0,55.0,37.03551903,6.551892637999999,papaya,1.12,71.2
39.0,64.0,53.0,23.012401800000006,6.598860305,papaya,1.05,79.8
18.0,30.0,29.0,26.762749300000007,6.4200187170000005,coconut,0.89,96.2
37.0,23.0,28.0,25.61294367,5.7400545670000005,coconut,0.98,96.3
13.0,28.0,33.0,28.130115000000004,5.686972967000001,coconut,0.68,73.7
2.0,21.0,35.0,25.02887163,6.293662362999999,coconut,0.63,84.3
10.0,18.0,35.0,27.79797651,6.381975465,coconut,0.56,85.9
7.0,11.0,32.0,29.25902906,5.542169138999999,coconut,0.77,83.2
39.0,5.0,31.0,27.10134661,5.551963184,coconut,0.72,80.4
34.0,6.0,27.0,25.84726298,5.8607404810000014,coconut,0.77,74.8
31.0,30.0,29.0,26.58580443,5.558807063,coconut,0.98,81.0
25.0,7.0,35.0,28.38503882,5.55771171,coconut,0.79,82.1
16.0,18.0,26.0,28.43647052,5.568365926,coconut,0.77,76.9
26.0,10.0,33.0,28.27298134,6.07071786,coconut,0.86,87.6
27.0,8.0,32.0,27.00648436,5.627860548999998,coconut,0.71,76.0
37.0,18.0,30.0,27.63551259,6.38488418,coconut,0.93,75.1
19.0,15.0,34.0,26.29644905,5.6858890660000005,coconut,0.68,96.2
0.0,19.0,33.0,27.1326009,6.234458417000001,coconut,0.66,93.6
31.0,20.0,26.0,25.56567803,6.443168642000001,coconut,0.69,85.6
9.0,17.0,32.0,25.94951662,5.842317989,coconut,0.78,81.2
22.0,11.0,29.0,28.03380598,5.955742971,coconut,0.82,93.0
31.0,6.0,26.0,29.12859129,5.741367375,coconut,0.79,80.3
34.0,6.0,30.0,27.0828252,5.948342571,coconut,0.71,81.6
24.0,6.0,32.0,28.11321494,6.387067562,coconut,0.88,82.7
1.0,8.0,26.0,27.5136304,5.562911913,coconut,0.6,78.0
31.0,13.0,33.0,27.63834933,5.85971872,coconut,0.67,89.2
10.0,9.0,28.0,29.01256899,6.282955072999999,coconut,0.62,77.9
36.0,27.0,26.0,26.58413917,6.25449571,coconut,0.91,83.2
38.0,24.0,33.0,28.28905147,5.973853124,coconut,0.84,73.7
11.0,6.0,25.0,28.69164799,6.081568052000001,coconut,0.81,89.2
16.0,14.0,30.0,29.70931288,6.37466756,coconut,0.76,88.5
33.0,14.0,35.0,27.14865285,6.027707171,coconut,0.83,74.9
16.0,6.0,29.0,29.28725038,5.868285082000001,coconut,0.68,67.8
32.0,11.0,31.0,25.06871967,6.205931637999999,coconut,1.01,72.6
38.0,14.0,30.0,26.92449525,5.5707453860000005,coconut,0.92,85.5
8.0,6.0,33.0,28.27804288,6.095261012999999,coconut,0.78,79.2
23.0,6.0,33.0,29.18032562,6.025789594,coconut,0.82,90.0
29.0,25.0,35.0,28.3575072,5.542873799,coconut,0.69,79.5
24.0,14.0,33.0,29.38072512,6.366219551,coconut,0.6,93.0
32.0,12.0,30.0,25.39241091,5.579845008,coconut,0.83,100.0
30.0,25.0,31.0,26.31270635,5.804965067,coconut,0.88,91.2
14.0,21.0,35.0,29.52501367,6.121005506,coconut,0.8,85.4
27.0,22.0,29.0,28.83214859,6.000248647,coconut,0.7,75.1
40.0,5.0,29.0,28.48444906,5.820978791,coconut,0.92,78.9
17.0,11.0,32.0,28.74013335,5.620733794,coconut,0.54,78.9
30.0,30.0,35.0,25.00872392,6.001936419,coconut,0.94,81.0
28.0,10.0,30.0,29.8690834,6.305740522000001,coconut,0.75,89.6
39.0,7.0,29.0,27.54273211,6.362544111,coconut,0.89,78.0
32.0,20.0,35.0,26.52166434,5.588655387,coconut,0.88,73.9
7.0,15.0,32.0,25.03512351,6.182232762000001,coconut,0.59,83.5
29.0,17.0,29.0,29.20394909,5.959493188,coconut,0.93,90.4
34.0,15.0,34.0,27.05826457,5.677282677999999,coconut,0.72,94.8
14.0,23.0,25.0,26.18552389,5.6121227970000005,coconut,0.91,70.3
18.0,19.0,29.0,27.59376845,6.206077742000001,coconut,0.98,79.1
7.0,21.0,35.0,25.76011662,5.764812076,coconut,0.58,74.2
24.0,27.0,34.0,28.87862994,6.203376525,coconut,0.87,75.8
39.0,29.0,29.0,26.50908611,6.143662699,coconut,0.76,89.2
29.0,8.0,28.0,26.87037587,6.100429497,coconut,0.65,91.2
10.0,24.0,27.0,27.57283516,5.7084096010000005,coconut,0.86,83.5
0.0,29.0,32.0,28.05912437,5.868255858,coconut,0.87,84.5
32.0,11.0,31.0,29.51611558,6.461225827000001,coconut,0.91,70.9
37.0,10.0,32.0,28.96318258,6.165084855,coconut,0.7,95.3
20.0,29.0,27.0,25.09897688,6.047044342,coconut,0.74,75.3
31.0,29.0,35.0,27.1872282,6.137102505,coconut,0.61,71.6
17.0,30.0,27.0,29.03065024,5.894027065,coconut,0.78,89.4
1.0,12.0,30.0,27.754298,5.56222383,coconut,0.57,66.8
6.0,13.0,29.0,27.31155708,5.832608027999999,coconut,0.75,87.7
15.0,28.0,32.0,28.84270971,6.2185718739999984,coconut,0.93,97.7
27.0,24.0,29.0,26.61423461,6.142010637,coconut,0.96,87.8
3.0,23.0,30.0,29.70143197,6.078807239,coconut,0.7,92.4
8.0,26.0,26.0,25.54759871,5.702484758,coconut,0.68,93.2
20.0,28.0,26.0,26.37978453,5.547594847,coconut,0.66,79.8
26.0,18.0,27.0,27.45907759,5.836075368,coconut,0.8,75.1
1.0,6.0,35.0,27.02269204,6.231662767,coconut,0.53,77.2
27.0,30.0,31.0,28.98545306,5.718120393,coconut,0.71,75.3
23.0,7.0,34.0,26.1055118,5.852038202,coconut,0.58,66.6
0.0,26.0,31.0,25.0707247,5.547933273,coconut,0.68,87.0
38.0,6.0,25.0,25.54963273,6.156259104,coconut,0.85,90.2
25.0,12.0,26.0,28.56973521,6.436314406,coconut,0.76,73.7
40.0,5.0,32.0,26.07010807,5.981169595,coconut,0.91,74.9
0.0,19.0,31.0,25.51791333,6.271952832999999,coconut,0.55,84.2
26.0,9.0,32.0,25.9490364,6.470465614,coconut,0.76,77.9
35.0,30.0,34.0,28.2974764,6.141502001,coconut,0.73,86.3
19.0,30.0,30.0,29.56549169,5.826381164,coconut,0.92,92.9
31.0,13.0,33.0,29.69952329,6.342463714,coconut,0.81,76.8
17.0,29.0,26.0,26.14162144,6.071897347,coconut,0.79,85.8
2.0,30.0,30.0,26.00175125,6.331051715,coconut,0.6,87.2
30.0,13.0,25.0,27.15116142,6.413184638,coconut,0.55,77.9
8.0,15.0,33.0,28.97318719,5.50158009,coconut,0.68,95.6
18.0,12.0,35.0,26.13958446,6.338720873,coconut,0.89,75.4
8.0,28.0,30.0,25.51618488,6.015672239,coconut,0.74,75.8
40.0,22.0,29.0,27.55821802,5.735364307,coconut,1.01,82.5
27.0,10.0,33.0,27.81132822,6.465906333,coconut,0.85,77.0
21.0,20.0,31.0,25.60033702,5.855457599,coconut,0.71,83.1
3.0,9.0,35.0,26.91641934,6.318552972999999,coconut,0.7,98.3
22.0,16.0,27.0,29.1797902,6.006784979,coconut,0.82,85.0
27.0,8.0,30.0,26.44600063,6.008386282999999,coconut,0.91,94.1
22.0,8.0,33.0,28.43572863,5.665785202,coconut,0.88,89.1
28.0,27.0,32.0,28.94099669,5.764615485,coconut,0.86,88.4
23.0,21.0,26.0,26.45488737,5.901495543999999,coconut,0.63,72.5
37.0,5.0,34.0,25.79490531,5.779032666,coconut,0.88,79.3
19.0,26.0,29.0,26.93141945,5.67154928,coconut,0.77,79.9
133.0,47.0,24.0,24.40228894,7.231324765,cotton,1.45,45.0
136.0,36.0,20.0,23.09595631,6.925412377000001,cotton,1.41,44.1
104.0,47.0,18.0,23.9656349,7.633437412,cotton,1.39,43.9
133.0,47.0,23.0,24.88738107,6.827354668,cotton,1.27,47.2
126.0,38.0,23.0,25.36243778,6.176716425,cotton,1.37,50.1
126.0,50.0,19.0,24.69457084,6.6287228360000015,cotton,1.33,43.8
113.0,41.0,20.0,25.0017188,7.256877571,cotton,1.13,52.6
121.0,45.0,22.0,22.45942937,6.443785385,cotton,1.29,43.3
121.0,47.0,16.0,23.60564038,7.7232401510000015,cotton,1.07,39.1
129.0,60.0,22.0,24.58453146,5.947448589,cotton,1.43,45.6
107.0,45.0,25.0,23.0865933,7.2277455160000015,cotton,1.32,45.1
122.0,59.0,18.0,23.5000992,6.219469084,cotton,1.29,48.4
140.0,38.0,15.0,24.1472953,6.021439523,cotton,1.32,41.5
102.0,49.0,21.0,24.69315538,6.253343655,cotton,1.13,50.1
111.0,40.0,25.0,24.48469200000001,6.187455798999999,cotton,1.29,51.0
131.0,35.0,18.0,24.49112609,7.0576933660000005,cotton,1.11,42.6
135.0,43.0,16.0,23.47986888,6.720449769,cotton,1.36,52.0
100.0,46.0,18.0,24.18586246,6.4316895060000006,cotton,1.08,45.7
123.0,39.0,24.0,25.00755095,7.453106264,cotton,1.23,48.5
117.0,56.0,15.0,25.99237426,7.368258226,cotton,1.35,50.1
121.0,36.0,24.0,23.66457347,7.352401887,cotton,1.26,54.9
101.0,58.0,18.0,25.66891439,6.652143699,cotton,1.4,42.9
107.0,42.0,24.0,22.04612876,6.144631795,cotton,1.24,50.8
100.0,41.0,22.0,22.4204752,7.318802162000001,cotton,1.1,48.1
125.0,39.0,21.0,25.03149561,7.954629324,cotton,1.32,45.1
105.0,60.0,23.0,23.53371386,6.207652157,cotton,1.27,50.2
102.0,46.0,19.0,22.77076388,6.631005298,cotton,1.21,50.7
131.0,49.0,22.0,25.49848236,7.306918817000001,cotton,1.47,42.7
139.0,35.0,15.0,25.248679,5.898293044,cotton,1.19,42.9
108.0,36.0,19.0,22.78249615,7.238566893,cotton,1.03,43.5
118.0,45.0,23.0,23.37044424,7.977651226,cotton,1.17,42.4
107.0,51.0,22.0,24.86560781,5.983075895,cotton,1.22,42.3
125.0,60.0,17.0,24.14386157,6.785723961,cotton,1.21,48.3
113.0,37.0,20.0,25.03300222,7.393441155,cotton,1.18,51.8
131.0,52.0,16.0,23.65724079,6.486068274,cotton,1.42,47.6
115.0,48.0,16.0,25.54359718,7.175934962,cotton,1.17,50.9
113.0,38.0,25.0,22.00085141,7.388265887999999,cotton,1.31,47.7
111.0,41.0,18.0,23.64328417,6.10539819,cotton,1.32,45.8
111.0,53.0,19.0,23.96436009,6.419536555,cotton,1.24,48.8
122.0,48.0,16.0,24.65425757,6.307585854,cotton,1.18,38.8
108.0,46.0,17.0,24.3017998,6.93221485,cotton,0.96,45.8
132.0,41.0,22.0,24.29144926,7.810865753,cotton,1.21,56.5
103.0,42.0,17.0,24.29470232,6.527541661,cotton,1.19,47.3
133.0,50.0,25.0,25.72180042,7.569454601,cotton,1.14,52.9
127.0,37.0,18.0,24.87663664,7.041065585,cotton,1.26,51.5
110.0,39.0,25.0,22.60612115,7.208795456,cotton,1.48,41.3
131.0,38.0,19.0,23.86814008,6.814341946,cotton,1.22,51.1
108.0,38.0,24.0,23.41022496,7.442217061,cotton,1.19,44.2
122.0,40.0,17.0,24.96440768,6.854558957,cotton,1.0,49.2
111.0,50.0,15.0,25.16820129,7.884550475,cotton,1.29,49.1
140.0,40.0,17.0,22.72767171,6.006085786,cotton,1.39,43.3
100.0,40.0,20.0,22.45145981,7.432043735,cotton,1.16,45.6
123.0,50.0,16.0,23.04920461,6.498052108,cotton,1.26,44.1
107.0,36.0,21.0,25.29250148,6.205263534,cotton,1.19,42.6
118.0,50.0,19.0,22.95604064,6.360812227,cotton,1.32,40.5
103.0,51.0,20.0,22.80213132,7.0466074339999984,cotton,1.22,50.0
133.0,57.0,19.0,23.54234715,7.947011366,cotton,1.53,47.2
129.0,47.0,20.0,24.41212325,6.281913857999999,cotton,1.3,50.7
116.0,52.0,19.0,22.94276687,6.114525877,cotton,1.11,45.2
114.0,40.0,23.0,25.53676123,6.7539780610000015,cotton,1.26,51.4
131.0,60.0,17.0,25.32023717,7.4250413160000015,cotton,1.24,45.9
107.0,43.0,18.0,22.426733,6.745104394,cotton,1.13,42.2
123.0,44.0,21.0,25.78544484,7.6411165689999985,cotton,1.24,51.8
112.0,49.0,25.0,25.68959532,6.470135478,cotton,1.28,42.7
119.0,44.0,15.0,22.14593688,7.091992365,cotton,1.32,41.0
130.0,59.0,19.0,25.07278712,6.520403794,cotton,1.26,51.8
127.0,53.0,24.0,22.21506982,6.127939627999999,cotton,1.35,45.8
134.0,52.0,18.0,23.9643129,7.994679507000001,cotton,1.36,49.5
109.0,36.0,18.0,25.40059227,7.524707577,cotton,0.97,44.0
100.0,48.0,17.0,23.7805123,7.827877817999999,cotton,1.28,42.9
132.0,52.0,19.0,24.16402322,6.436691764,cotton,1.27,41.3
102.0,37.0,25.0,25.31468463,5.907930899,cotton,1.26,49.4
111.0,39.0,22.0,22.60361557,6.135025006,cotton,1.19,46.3
117.0,51.0,15.0,22.9535715,6.044556594,cotton,1.35,49.8
136.0,36.0,24.0,22.74446976,7.59781958,cotton,1.26,50.7
134.0,56.0,18.0,23.80834611,6.691268104,cotton,1.31,40.0
112.0,54.0,15.0,25.46228792,6.1754923060000015,cotton,1.3,47.9
105.0,56.0,15.0,25.96779712,7.272316208999999,cotton,1.13,47.7
140.0,45.0,15.0,25.5308271,5.801047545,cotton,1.28,55.0
126.0,46.0,25.0,24.43847399,6.757457943,cotton,1.31,39.8
106.0,49.0,24.0,23.03887865,6.983395572999999,cotton,1.14,50.8
121.0,53.0,19.0,23.51308653,7.976889497999999,cotton,1.36,45.6
108.0,60.0,17.0,22.75805656,6.558902588,cotton,1.33,47.2
116.0,56.0,17.0,24.71252544,7.979090365,cotton,1.16,52.4
100.0,52.0,19.0,23.45969093,7.903528672999999,cotton,1.39,49.1
129.0,43.0,16.0,25.5503704,6.73210948,cotton,1.17,45.8
118.0,44.0,23.0,22.08458267,6.6916904760000016,cotton,1.19,45.1
117.0,43.0,25.0,24.68854799,7.839849298,cotton,1.29,48.9
126.0,37.0,21.0,25.84997269,6.61448588,cotton,1.27,44.6
120.0,48.0,16.0,22.46054478,7.456971816,cotton,1.23,42.1
102.0,45.0,16.0,23.65629976,7.2942193,cotton,1.21,42.1
131.0,56.0,20.0,22.00817088,7.762647875,cotton,1.19,50.6
114.0,40.0,17.0,24.32630461,6.363406102000001,cotton,1.14,41.1
101.0,37.0,18.0,22.92360984,7.63737841,cotton,1.19,53.5
106.0,46.0,20.0,23.43821725,6.2006719760000015,cotton,1.27,42.5
113.0,38.0,20.0,22.10718988,6.364729934,cotton,1.23,44.0
102.0,53.0,21.0,23.03814028,6.913678684,cotton,1.27,51.8
110.0,39.0,18.0,24.54795322,7.766259768999999,cotton,1.16,41.9
107.0,58.0,15.0,23.73868041,7.55606399,cotton,1.44,45.5
120.0,60.0,15.0,22.31871914,7.288377241,cotton,1.48,41.8
89.0,47.0,38.0,25.52468965,6.002524871,jute,1.33,63.4
60.0,37.0,39.0,26.59104992,6.033485257000001,jute,1.01,69.2
63.0,41.0,45.0,25.29781791,7.121933578999999,jute,0.91,76.7
86.0,40.0,39.0,25.72100868,6.207459637,jute,1.16,76.9
96.0,41.0,40.0,23.58419277,6.090060478,jute,1.1,73.9
100.0,35.0,36.0,25.31042337,6.346715209,jute,1.17,75.3
63.0,37.0,43.0,23.41798979,6.661957897000001,jute,0.99,71.6
70.0,43.0,40.0,24.35564134,6.176860192,jute,1.08,70.9
67.0,55.0,44.0,26.284017,7.251847296,jute,1.08,69.5
74.0,40.0,40.0,25.13842773,6.386259977999999,jute,1.04,71.5
89.0,53.0,44.0,24.88692811,7.319735475,jute,1.31,59.5
74.0,46.0,45.0,25.75734909,6.025028997000001,jute,1.15,78.4
89.0,41.0,38.0,23.12844351,6.344751947000001,jute,1.18,74.7
60.0,55.0,40.0,24.9949957,7.02777956,jute,1.02,64.6
67.0,43.0,38.0,25.21622704,7.299304715,jute,1.18,71.7
70.0,38.0,35.0,24.39736241,7.014063944,jute,1.26,61.1
74.0,49.0,38.0,23.31410442,7.4880144039999985,jute,1.15,72.1
90.0,40.0,39.0,25.72668885,6.626503893,jute,1.18,74.6
82.0,35.0,44.0,26.96656378,6.239011,jute,1.15,70.9
73.0,45.0,37.0,23.70467146,6.742688094,jute,1.09,69.9
85.0,53.0,38.0,24.90075709,6.588017308,jute,1.16,62.7
81.0,56.0,36.0,23.39605743,7.097586415,jute,1.1,63.5
84.0,55.0,38.0,26.8748389,6.956682742999999,jute,1.24,71.8
80.0,45.0,42.0,23.1426498,7.380396262,jute,1.01,66.1
76.0,54.0,45.0,24.29496635,6.176618831,jute,1.16,69.4
76.0,56.0,39.0,24.39459498,6.551130445,jute,1.22,75.2
81.0,40.0,45.0,25.7629429,6.427726565,jute,1.37,69.5
76.0,44.0,45.0,25.4879684,6.740947635,jute,1.03,70.3
69.0,47.0,40.0,25.37122686,6.130136384,jute,1.07,69.9
82.0,40.0,45.0,26.21312799,6.667633355,jute,1.23,71.6
69.0,57.0,35.0,24.30748599,6.1868143920000005,jute,1.08,73.8
81.0,36.0,38.0,23.76554749,6.334837865,jute,1.08,65.1
67.0,60.0,38.0,24.79853023,7.16214284,jute,1.07,64.7
72.0,51.0,40.0,23.20683504,7.422318499,jute,1.1,80.9
65.0,39.0,45.0,23.66805429,6.768001309,jute,1.13,70.4
78.0,50.0,43.0,25.12417673,6.348441469,jute,1.24,63.5
77.0,52.0,41.0,23.89069041,6.097294061,jute,1.02,64.0
89.0,52.0,42.0,23.09433785,6.14132902,jute,1.22,69.7
62.0,49.0,37.0,24.21744605,7.479248124,jute,1.1,65.1
90.0,48.0,45.0,24.06475727,6.509174788999999,jute,1.18,63.5
66.0,47.0,36.0,24.85441411,6.57256106,jute,1.11,66.6
80.0,52.0,39.0,26.41915161,7.165696848,jute,1.08,75.3
89.0,52.0,45.0,24.89326318,7.207457207999999,jute,1.21,75.3
77.0,51.0,44.0,23.25583402,7.124333547000001,jute,1.06,71.9
94.0,37.0,41.0,24.7634518,6.4635387070000005,jute,1.24,74.9
75.0,41.0,35.0,24.97042599,6.856833064,jute,1.1,66.9
60.0,55.0,36.0,26.12797248,7.132389299,jute,0.91,61.2
62.0,56.0,35.0,25.97825807,6.235357637999999,jute,1.17,64.9
84.0,40.0,42.0,26.2830571,6.704273839,jute,1.15,73.9
100.0,56.0,40.0,26.38905406,7.433313409,jute,1.24,70.0
75.0,56.0,44.0,25.2746335,6.109478059,jute,1.16,64.2
78.0,46.0,42.0,23.09499564,7.095413294,jute,1.12,62.8
82.0,48.0,36.0,25.79351957,6.352076782999999,jute,1.02,73.5
100.0,58.0,41.0,23.17403323,6.6587699910000016,jute,1.21,72.0
88.0,50.0,40.0,25.63215038,7.0518224720000005,jute,1.5,71.0
67.0,41.0,40.0,25.84879500000001,7.333143205,jute,1.18,64.6
72.0,42.0,43.0,26.56767277,6.352771037,jute,1.27,73.7
89.0,40.0,43.0,26.24532085,7.124050134,jute,1.11,73.5
89.0,57.0,43.0,26.91515043,6.998787171,jute,1.18,70.6
61.0,41.0,44.0,24.36972377,6.537914957999999,jute,1.07,64.7
79.0,45.0,43.0,25.71901283,7.171054239,jute,1.18,70.2
84.0,40.0,43.0,25.01157559,7.228268227999999,jute,0.97,67.9
98.0,43.0,35.0,25.40785911,7.319952206,jute,1.16,71.7
75.0,36.0,44.0,23.28081,6.613341342999999,jute,1.2,64.5
89.0,58.0,35.0,23.98651719,6.096838784,jute,1.36,66.9
91.0,41.0,37.0,24.48556447,6.132570522999999,jute,1.13,74.5
77.0,48.0,36.0,25.86705009,7.36008498,jute,1.13,63.5
66.0,58.0,35.0,23.5643831,7.321619041,jute,1.14,69.6
62.0,59.0,41.0,24.2248758,7.175170657000001,jute,0.97,74.4
82.0,35.0,35.0,25.49386782,7.299076163,jute,1.19,71.0
61.0,41.0,35.0,24.97178693,6.842966478999998,jute,1.11,76.2
99.0,57.0,38.0,24.80624984,6.356295567999999,jute,1.35,62.9
70.0,42.0,43.0,23.16814977,6.508342839,jute,1.12,63.0
90.0,59.0,35.0,24.25133493,7.098227926,jute,1.25,69.7
73.0,43.0,42.0,26.58361011,6.310699968,jute,0.97,63.8
